1,1,1.0,218.67,94.93,101.26,1,1,1.0
1,2,628.27,320.0,332.73,221.0,1,1,1.0
1,3,633.6,148.27,145.0,75.66,1,1,1.0
1,4,777.6,122.67,127.93,59.66,1,1,0.3289
1,5,374.4,145.07,121.53,73.53,1,1,1.0
1,6,252.8,144.0,94.87,62.87,1,1,1.0
1,7,233.6,98.13,66.07,42.6,1,1,1.0
1,8,163.2,104.53,61.8,43.67,1,1,1.0
1,9,109.87,83.2,49.0,39.4,1,1,1.0
1,10,105.6,61.87,35.13,29.8,1,1,0.7504
1,11,274.13,24.53,143.94,79.94,1,1,1.0
2,1,1.0,220.16,96.43,103.19,1,1,1.0
2,2,642.35,326.19,318.65,214.81,1,1,1.0
2,3,623.36,145.07,141.59,74.38,1,1,1.0
2,4,771.84,120.96,126.44,59.88,1,1,0.3522
2,5,377.6,145.71,122.17,73.74,1,1,1.0
2,6,254.08,144.0,95.93,63.72,1,1,1.0
2,7,235.09,97.49,66.5,43.67,1,1,1.0
2,8,164.27,104.53,62.01,43.46,1,1,1.0
2,9,109.65,82.77,50.5,39.4,1,1,1.0
2,10,105.17,61.44,35.56,29.59,1,1,0.7562
2,11,272.21,24.32,142.23,78.01,1,1,1.0
3,1,1.0,221.65,97.92,105.11,1,1,1.0
3,2,656.43,332.37,304.57,208.63,1,1,1.0
3,3,613.12,141.87,138.17,73.1,1,1,1.0
3,4,766.08,119.25,124.95,60.1,1,1,0.3512
3,5,380.8,146.35,122.81,73.96,1,1,1.0
3,6,255.36,144.0,97.0,64.57,1,1,1.0
3,7,236.59,96.85,66.92,44.74,1,1,1.0
3,8,165.33,104.53,62.23,43.24,1,1,1.0
3,9,109.44,82.35,51.99,39.4,1,1,1.0
3,10,104.75,61.01,35.98,29.37,1,1,0.762
3,11,270.29,24.11,140.52,76.09,1,1,1.0
4,1,1.0,223.15,99.41,107.02,1,1,1.0
4,2,670.51,338.56,290.49,202.44,1,1,1.0
4,3,602.88,138.67,134.76,71.82,1,1,1.0
4,4,760.32,117.55,123.45,60.3,1,1,0.3723
4,5,384.0,146.99,123.45,74.17,1,1,1.0
4,6,256.64,144.0,98.07,65.43,1,1,1.0
4,7,238.08,96.21,67.35,45.8,1,1,1.0
4,8,166.4,104.53,62.44,43.03,1,1,1.0
4,9,109.23,81.92,53.48,39.4,1,1,1.0
4,10,104.32,60.59,36.41,29.16,1,1,0.7678
4,11,268.37,23.89,138.82,74.17,1,1,1.0
5,1,1.0,224.64,100.91,108.95,1,1,1.0
5,2,684.59,344.75,276.41,190.01,1,1,1.0
5,3,592.64,135.47,131.35,70.54,1,1,1.0
5,4,754.56,115.84,121.96,60.52,1,1,0.3662
5,5,387.2,147.63,124.09,74.38,1,1,1.0
5,6,257.92,144.0,99.13,66.28,1,1,1.0
5,7,239.57,95.57,67.78,46.87,1,1,1.0
5,8,167.47,104.53,62.65,42.82,1,1,1.0
5,9,109.01,81.49,54.98,39.4,1,1,1.0
5,10,103.89,60.16,36.84,28.95,1,1,0.7735
5,11,266.45,23.68,137.11,72.25,1,1,1.0
6,1,1.0,226.13,102.4,110.87,1,1,1.0
6,2,698.67,350.93,262.33,183.4,1,1,1.0
6,3,582.4,132.27,127.93,69.26,1,1,1.0
6,4,748.8,114.13,120.47,60.74,1,1,0.3679
6,5,390.4,148.27,124.73,74.6,1,1,1.0
6,6,259.2,144.0,100.2,67.13,1,1,1.0
6,7,241.07,94.93,68.2,47.94,1,1,1.0
