1,1,550.25,306.11,114.15,124.87,1,1,1.0
1,2,379.95,316.82,114.15,140.36,1,1,1.0
1,3,574.1,157.22,58.15,62.94,1,1,1.0
1,4,614.6,91.71,40.3,37.92,1,1,1.0
1,5,541.95,91.71,40.3,37.92,1,1,1.0
1,6,514.55,64.32,29.6,28.39,1,1,1.0
1,7,570.5,41.69,28.4,33.16,1,1,1.0
1,8,788.5,89.33,46.25,51.02,1,1,1.0
1,9,509.1,41.3,23.75,25.44,1,1,1.0
2,1,551.55,311.98,116.5,128.53,1,1,1.0
2,2,374.92,326.81,118.19,144.24,1,1,1.0
2,3,574.5,158.41,59.15,63.57,1,1,1.0
2,4,615.55,92.16,41.05,37.95,1,1,1.0
2,5,542.35,91.74,40.5,37.95,1,1,1.0
2,6,515.3,63.86,29.75,28.6,1,1,1.0
2,7,571.25,41.06,28.3,33.28,1,1,1.0
2,8,787.0,87.64,46.05,51.12,1,1,1.0
2,9,509.1,40.88,24.15,25.3,1,1,1.0
2,12,570.67,39.47,21.26,23.4,1,1,0.0935
3,1,552.85,317.86,118.85,132.18,1,1,1.0
3,2,369.89,336.8,122.24,148.13,1,1,1.0
3,3,574.9,159.6,60.2,64.21,1,1,1.0
3,4,616.5,92.61,41.8,37.98,1,1,1.0
3,5,542.8,91.76,40.65,37.98,1,1,1.0
3,6,516.1,63.39,29.9,28.82,1,1,1.0
3,7,571.95,40.43,28.25,33.4,1,1,1.0
3,8,785.55,85.96,45.75,51.21,1,1,1.0
3,9,509.1,40.46,24.6,25.16,1,1,1.0
3,12,570.89,39.73,21.35,23.47,1,1,0.078
4,1,554.1,323.73,121.25,135.84,1,1,1.0
4,2,364.87,346.79,126.26,152.01,1,1,1.0
4,3,575.3,160.79,61.2,64.84,1,1,1.0
4,4,617.45,93.06,42.6,38.01,1,1,1.0
4,5,543.2,91.79,40.9,38.0,1,1,1.0
4,6,516.85,62.92,30.05,29.02,1,1,1.0
4,7,572.65,39.81,28.2,33.52,1,1,1.0
4,8,784.05,84.28,45.55,51.29,1,1,1.0
4,9,509.1,40.03,25.0,25.02,1,1,1.0
4,12,571.11,40.0,21.45,23.53,1,1,0.0718
5,1,555.4,329.61,123.55,139.49,1,1,1.0
5,2,359.83,356.77,130.31,155.88,1,1,1.0
5,3,575.7,161.97,62.2,65.48,1,1,1.0
5,4,618.4,93.5,43.35,38.03,1,1,1.0
5,5,543.65,91.82,41.05,38.03,1,1,1.0
5,6,517.65,62.46,30.2,29.24,1,1,1.0
5,7,573.4,39.18,28.1,33.63,1,1,1.0
5,8,782.6,82.6,45.3,51.4,1,1,1.0
5,9,509.1,39.61,25.4,24.88,1,1,1.0
5,12,571.33,40.27,21.54,23.6,1,1,0.0961
6,1,556.7,335.48,125.9,143.15,1,1,1.0
6,2,354.81,366.76,134.34,159.79,1,1,1.0
6,3,576.1,163.16,63.2,66.12,1,1,1.0
6,4,619.4,93.95,44.05,38.06,1,1,1.0
6,5,544.05,91.84,41.25,38.06,1,1,1.0
6,6,518.4,62.0,30.35,29.44,1,1,1.0
6,7,574.1,38.55,28.05,33.75,1,1,1.0
6,8,781.1,80.91,45.05,51.48,1,1,1.0
6,9,509.1,39.19,25.85,24.74,1,1,1.0
6,12,571.56,40.53,21.62,23.67,1,1,0.1175
7,1,557.95,341.35,128.3,146.82,1,1,1.0
7,2,349.78,376.75,138.39,164.25,1,1,1.0
7,3,576.5,164.35,64.2,66.75,1,1,1.0
7,4,620.35,94.4,44.8,38.09,1,1,1.0
7,5,544.5,91.87,41.45,38.09,1,1,1.0
7,6,519.2,61.53,30.5,29.66,1,1,1.0
7,7,574.8,37.93,28.0,33.87,1,1,1.0
7,8,779.65,79.22,44.8,51.58,1,1,1.0
7,9,509.1,38.77,26.25,24.6,1,1,1.0
7,12,571.78,40.8,21.71,23.73,1,1,0.1391
8,1,558.65,349.36,131.4,147.52,1,1,1.0
8,2,346.69,392.35,140.49,148.65,1,1,1.0
8,3,576.5,166.88,65.2,67.31,1,1,1.0
8,4,620.75,95.66,45.1,38.78,1,1,1.0
8,5,544.35,92.86,41.85,38.36,1,1,1.0
8,6,519.2,62.37,30.65,29.38,1,1,1.0
8,7,574.7,38.49,28.25,33.31,1,1,1.0
8,8,777.8,78.81,44.55,50.46,1,1,1.0
8,9,508.8,39.05,26.15,25.02,1,1,1.0
8,12,572.0,41.07,21.8,23.8,1,1,0.1239
9,1,559.35,357.37,134.45,148.23,1,1,1.0
9,2,343.6,407.94,142.6,133.06,1,1,1.0
9,3,576.5,169.41,66.2,67.87,1,1,1.0
9,4,621.2,96.92,45.35,39.48,1,1,1.0
9,5,544.2,93.84,42.3,38.66,1,1,1.0
9,6,519.2,63.22,30.75,29.1,1,1,1.0
9,7,574.55,39.05,28.5,32.75,1,1,1.0
9,8,776.0,78.39,44.25,49.32,1,1,1.0
9,9,508.5,39.33,26.0,25.44,1,1,1.0
9,12,572.22,41.33,21.89,23.87,1,1,0.1064
10,1,560.05,365.38,137.55,148.92,1,1,1.0
10,2,340.51,423.53,144.7,117.47,1,1,1.0
10,3,576.5,171.94,67.15,68.43,1,1,1.0
10,4,621.6,98.19,45.65,40.19,1,1,1.0
10,5,544.05,94.82,42.75,38.93,1,1,1.0
10,6,519.2,64.06,30.9,28.82,1,1,1.0
10,7,574.4,39.61,28.8,32.19,1,1,1.0
10,8,774.15,77.96,44.0,48.2,1,1,1.0
10,9,508.25,39.61,25.85,25.87,1,1,1.0
10,12,572.44,41.6,21.98,23.93,1,1,0.0892
11,1,560.75,373.38,140.65,149.62,1,1,1.0
11,2,337.42,439.12,146.81,101.88,1,1,1.0
11,3,576.5,174.47,68.15,68.99,1,1,1.0
11,4,622.0,99.46,45.95,40.9,1,1,1.0
11,5,543.9,95.8,43.15,39.2,1,1,1.0
11,6,519.2,64.9,31.05,28.53,1,1,1.0
11,7,574.25,40.18,29.1,31.62,1,1,1.0
11,8,772.35,77.54,43.7,47.07,1,1,1.0
11,9,507.95,39.9,25.75,26.28,1,1,1.0
11,12,572.67,41.87,22.06,24.0,1,1,0.0716
