1,1,300.8,78.93,86.33,74.6,1,1,1.0
1,2,430.93,28.8,67.14,67.13,1,1,1.0
1,3,564.27,117.33,86.33,93.8,1,1,1.0
1,4,682.67,64.0,98.06,84.2,1,1,1.0
1,5,778.67,241.07,182.33,159.93,1,1,1.0
1,6,766.93,1.0,194.07,232.53,1,1,1.0
2,1,298.88,79.79,86.76,76.94,1,1,1.0
2,2,429.65,30.29,67.78,67.35,1,1,1.0
2,3,564.05,111.15,85.48,91.24,1,1,1.0
2,4,682.03,60.37,94.86,82.28,1,1,1.0
2,5,775.04,231.04,185.96,154.39,1,1,1.0
2,6,766.93,1.0,194.07,231.47,1,1,1.0
3,1,296.96,80.64,87.19,79.29,1,1,1.0
3,2,428.37,31.79,68.42,67.56,1,1,1.0
3,3,563.84,104.96,84.63,88.68,1,1,1.0
3,4,681.39,56.75,91.66,80.36,1,1,1.0
3,5,771.41,221.01,171.03,148.84,1,1,1.0
3,6,766.93,1.0,194.07,230.4,1,1,1.0
4,1,295.04,81.49,87.61,81.64,1,1,1.0
4,2,427.09,33.28,69.06,67.77,1,1,1.0
4,3,563.63,98.77,83.77,86.12,1,1,1.0
4,4,680.75,53.12,88.46,78.44,1,1,1.0
4,5,767.79,210.99,166.97,143.29,1,1,1.0
4,6,766.93,1.0,194.07,229.33,1,1,1.0
5,1,293.12,82.35,88.04,83.98,1,1,1.0
5,2,425.81,34.77,69.7,67.99,1,1,1.0
5,3,563.41,92.59,82.92,83.56,1,1,1.0
5,4,680.11,49.49,85.26,76.52,1,1,1.0
5,5,764.16,200.96,162.92,137.75,1,1,1.0
5,6,766.93,1.0,180.2,228.27,1,1,1.0
6,1,291.2,83.2,88.47,86.33,1,1,1.0
6,2,424.53,36.27,70.34,68.2,1,1,1.0
6,3,563.2,86.4,82.07,81.0,1,1,1.0
6,4,679.47,45.87,82.06,74.6,1,1,1.0
6,5,760.53,190.93,158.87,132.2,1,1,1.0
6,6,766.93,1.0,178.07,227.2,1,1,1.0
7,1,288.64,86.19,89.32,87.4,1,1,1.0
7,2,423.04,39.25,72.25,70.76,1,1,1.0
7,3,562.77,82.56,80.15,79.29,1,1,1.0
7,4,677.76,45.65,81.85,73.11,1,1,1.0
7,5,756.27,185.39,154.38,129.0,1,1,1.0
7,6,768.43,1.0,178.49,228.69,1,1,1.0
8,1,286.08,89.17,90.17,88.47,1,1,1.0
8,2,421.55,42.24,74.17,73.32,1,1,1.0
8,3,562.35,78.72,78.22,77.59,1,1,1.0
8,4,676.05,45.44,81.64,71.61,1,1,1.0
8,5,752.0,179.84,149.91,125.8,1,1,1.0
8,6,769.92,1.0,178.92,230.19,1,1,1.0
9,1,283.52,92.16,91.03,89.53,1,1,1.0
9,2,420.05,45.23,76.1,75.88,1,1,1.0
9,3,561.92,74.88,76.31,75.88,1,1,1.0
9,4,674.35,45.23,81.42,70.12,1,1,1.0
9,5,747.73,174.29,145.43,122.6,1,1,1.0
9,6,771.41,1.0,189.59,231.68,1,1,1.0
10,1,280.96,95.15,91.88,90.6,1,1,1.0
10,2,418.56,48.21,78.01,78.44,1,1,1.0
10,3,561.49,71.04,74.39,74.17,1,1,1.0
10,4,672.64,45.01,81.21,68.63,1,1,1.0
10,5,743.47,168.75,140.94,119.4,1,1,1.0
10,6,772.91,1.0,188.09,233.17,1,1,1.0
11,1,278.4,98.13,92.73,91.67,1,1,1.0
11,2,417.07,51.2,79.93,81.0,1,1,1.0
11,3,561.07,67.2,72.46,72.47,1,1,1.0
11,4,670.93,44.8,81.0,67.13,1,1,1.0
11,5,739.2,163.2,136.47,116.2,1,1,1.0
11,6,774.4,1.0,186.6,234.67,1,1,1.0
12,1,274.99,101.55,94.01,92.52,1,1,1.0
12,2,416.64,53.76,79.29,81.85,1,1,1.0
12,3,561.49,63.36,70.98,70.97,1,1,1.0
12,4,670.93,41.81,79.08,67.14,1,1,1.0
12,5,735.79,157.65,133.48,112.36,1,1,1.0
12,6,772.91,1.0,188.09,234.45,1,1,1.0
13,1,271.57,104.96,95.3,93.37,1,1,1.0
13,2,416.21,56.32,78.66,82.71,1,1,1.0
13,3,561.92,59.52,69.48,69.48,1,1,1.0
13,4,670.93,38.83,77.16,67.13,1,1,1.0
13,5,732.37,152.11,130.5,108.52,1,1,1.0
13,6,771.41,1.0,189.59,234.24,1,1,1.0
14,1,268.16,108.37,96.57,94.23,1,1,1.0
14,2,415.79,58.88,78.01,83.56,1,1,1.0
14,3,562.35,55.68,67.98,67.99,1,1,1.0
14,4,670.93,35.84,75.24,67.13,1,1,1.0
14,5,728.96,146.56,127.51,104.68,1,1,1.0
14,6,769.92,1.0,191.08,234.03,1,1,1.0
